"ActivityID"	"Activity"	"SubjectID"	"Variable"	"STATS"	"Mode"	"AccelerationSignal"	"Type"	"AxialSignal"	"SignalDerivedTime"	"count"	"mean"
1	"WALKING"	29	"tGravityAcc-mean()-X"	"Mean"	"Time"	"Gravity"	"Acceleration"	"X"	NA	53	0.96237438509434
1	"WALKING"	29	"tGravityAcc-mean()-Y"	"Mean"	"Time"	"Gravity"	"Acceleration"	"Y"	NA	53	-0.127318078679245
1	"WALKING"	29	"tGravityAcc-mean()-Z"	"Mean"	"Time"	"Gravity"	"Acceleration"	"Z"	NA	53	0.0955792142264151
1	"WALKING"	29	"tBodyAccJerk-mean()-X"	"Mean"	"Time"	"Body"	"Acceleration"	"X"	"Jerk"	53	0.0853743348528302
1	"WALKING"	29	"tBodyAccJerk-mean()-Y"	"Mean"	"Time"	"Body"	"Acceleration"	"Y"	"Jerk"	53	0.0223870454150943
1	"WALKING"	29	"tBodyAccJerk-mean()-Z"	"Mean"	"Time"	"Body"	"Acceleration"	"Z"	"Jerk"	53	0.00941547304716981
1	"WALKING"	29	"tBodyGyro-mean()-X"	"Mean"	"Time"	"Body"	"Gyroscope"	"X"	NA	53	-0.00795668167188679
1	"WALKING"	29	"tBodyGyro-mean()-Y"	"Mean"	"Time"	"Body"	"Gyroscope"	"Y"	NA	53	-0.081960153154717
1	"WALKING"	29	"tBodyGyro-mean()-Z"	"Mean"	"Time"	"Body"	"Gyroscope"	"Z"	NA	53	0.0856852236188679
1	"WALKING"	29	"tBodyGyroJerk-mean()-X"	"Mean"	"Time"	"Body"	"Gyroscope"	"X"	"Jerk"	53	-0.10688830318283
1	"WALKING"	29	"tBodyGyroJerk-mean()-Y"	"Mean"	"Time"	"Body"	"Gyroscope"	"Y"	"Jerk"	53	-0.0479898124113208
1	"WALKING"	29	"tBodyGyroJerk-mean()-Z"	"Mean"	"Time"	"Body"	"Gyroscope"	"Z"	"Jerk"	53	-0.0392368986679245
1	"WALKING"	29	"tBodyAccMag-mean()"	"Mean"	"Time"	"Body"	"Acceleration"	NA	"Magnitude"	53	-0.0955213393716981
1	"WALKING"	29	"tGravityAccMag-mean()"	"Mean"	"Time"	"Gravity"	"Acceleration"	NA	"Magnitude"	53	-0.0955213393716981
1	"WALKING"	29	"tBodyAccJerkMag-mean()"	"Mean"	"Time"	"Body"	"Acceleration"	NA	"JerkMagnitude"	53	-0.240231677415094
1	"WALKING"	29	"tBodyGyroMag-mean()"	"Mean"	"Time"	"Body"	"Gyroscope"	NA	"Magnitude"	53	-0.28057326754717
1	"WALKING"	29	"tBodyGyroJerkMag-mean()"	"Mean"	"Time"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	53	-0.506242118113208
1	"WALKING"	29	"fBodyAcc-mean()-X"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	53	-0.135819505761321
1	"WALKING"	29	"fBodyAcc-mean()-Y"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	53	-0.0349642325433962
1	"WALKING"	29	"fBodyAcc-mean()-Z"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Z"	NA	53	-0.279734839433962
1	"WALKING"	29	"fBodyAcc-meanFreq()-X"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	53	-0.313574137584906
1	"WALKING"	29	"fBodyAcc-meanFreq()-Y"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	53	0.232676315733962
1	"WALKING"	29	"fBodyAcc-meanFreq()-Z"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Z"	NA	53	0.120197007067925
1	"WALKING"	29	"fBodyAccJerk-mean()-X"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"X"	"Jerk"	53	-0.210469887150943
1	"WALKING"	29	"fBodyAccJerk-mean()-Y"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Y"	"Jerk"	53	-0.0880213408433962
1	"WALKING"	29	"fBodyAccJerk-mean()-Z"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Z"	"Jerk"	53	-0.394877826981132
1	"WALKING"	29	"fBodyAccJerk-meanFreq()-X"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"X"	"Jerk"	53	-0.201300454630189
1	"WALKING"	29	"fBodyAccJerk-meanFreq()-Y"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Y"	"Jerk"	53	-0.0699038849622642
1	"WALKING"	29	"fBodyAccJerk-meanFreq()-Z"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Z"	"Jerk"	53	0.00648587851509434
1	"WALKING"	29	"fBodyGyro-mean()-X"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	"X"	NA	53	-0.431490048490566
1	"WALKING"	29	"fBodyGyro-mean()-Y"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	"Y"	NA	53	-0.362232316226415
1	"WALKING"	29	"fBodyGyro-mean()-Z"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	"Z"	NA	53	-0.397277495471698
1	"WALKING"	29	"fBodyGyro-meanFreq()-X"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	"X"	NA	53	0.180832984196226
1	"WALKING"	29	"fBodyGyro-meanFreq()-Y"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	"Y"	NA	53	-0.362824434528302
1	"WALKING"	29	"fBodyGyro-meanFreq()-Z"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	"Z"	NA	53	0.0619511792726415
1	"WALKING"	29	"fBodyAccMag-mean()"	"Mean"	"FastFurier"	"Body"	"Acceleration"	NA	"Magnitude"	53	-0.235683305566038
1	"WALKING"	29	"fBodyAccMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	NA	"Magnitude"	53	0.0998266557713208
1	"WALKING"	29	"fBodyBodyAccJerkMag-mean()"	"Mean"	"FastFurier"	"Body"	"Acceleration"	NA	"JerkMagnitude"	53	-0.108978206490566
1	"WALKING"	29	"fBodyBodyAccJerkMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	NA	"JerkMagnitude"	53	-0.0437918181396792
1	"WALKING"	29	"fBodyBodyGyroMag-mean()"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	NA	"Magnitude"	53	-0.416817853396226
1	"WALKING"	29	"fBodyBodyGyroMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	NA	"Magnitude"	53	0.0351798881018868
1	"WALKING"	29	"fBodyBodyGyroJerkMag-mean()"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	53	-0.628501115849057
1	"WALKING"	29	"fBodyBodyGyroJerkMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	53	0.0796848521886792
1	"WALKING"	29	"tBodyAcc-std()-X"	"STD"	"Time"	"Body"	"Acceleration"	"X"	NA	53	-0.174337940226415
1	"WALKING"	29	"tBodyAcc-std()-Y"	"STD"	"Time"	"Body"	"Acceleration"	"Y"	NA	53	-0.0917540612869811
1	"WALKING"	29	"tBodyAcc-std()-Z"	"STD"	"Time"	"Body"	"Acceleration"	"Z"	NA	53	-0.242828038264151
1	"WALKING"	29	"tGravityAcc-std()-X"	"STD"	"Time"	"Gravity"	"Acceleration"	"X"	NA	53	-0.978253538867925
1	"WALKING"	29	"tGravityAcc-std()-Y"	"STD"	"Time"	"Gravity"	"Acceleration"	"Y"	NA	53	-0.975272848113208
1	"WALKING"	29	"tGravityAcc-std()-Z"	"STD"	"Time"	"Gravity"	"Acceleration"	"Z"	NA	53	-0.945981437169811
1	"WALKING"	29	"tBodyAccJerk-std()-X"	"STD"	"Time"	"Body"	"Acceleration"	"X"	"Jerk"	53	-0.22143354279434
1	"WALKING"	29	"tBodyAccJerk-std()-Y"	"STD"	"Time"	"Body"	"Acceleration"	"Y"	"Jerk"	53	-0.087174644469434
1	"WALKING"	29	"tBodyAccJerk-std()-Z"	"STD"	"Time"	"Body"	"Acceleration"	"Z"	"Jerk"	53	-0.461758009811321
1	"WALKING"	29	"tBodyGyro-std()-X"	"STD"	"Time"	"Body"	"Gyroscope"	"X"	NA	53	-0.598868670943396
1	"WALKING"	29	"tBodyGyro-std()-Y"	"STD"	"Time"	"Body"	"Gyroscope"	"Y"	NA	53	-0.181802636566038
1	"WALKING"	29	"tBodyGyro-std()-Z"	"STD"	"Time"	"Body"	"Gyroscope"	"Z"	NA	53	-0.430232441132075
1	"WALKING"	29	"tBodyGyroJerk-std()-X"	"STD"	"Time"	"Body"	"Gyroscope"	"X"	"Jerk"	53	-0.395909621509434
1	"WALKING"	29	"tBodyGyroJerk-std()-Y"	"STD"	"Time"	"Body"	"Gyroscope"	"Y"	"Jerk"	53	-0.587944298490566
1	"WALKING"	29	"tBodyGyroJerk-std()-Z"	"STD"	"Time"	"Body"	"Gyroscope"	"Z"	"Jerk"	53	-0.504130088679245
1	"WALKING"	29	"tBodyAccMag-std()"	"STD"	"Time"	"Body"	"Acceleration"	NA	"Magnitude"	53	-0.262695063584906
1	"WALKING"	29	"tGravityAccMag-std()"	"STD"	"Time"	"Gravity"	"Acceleration"	NA	"Magnitude"	53	-0.262695063584906
1	"WALKING"	29	"tBodyAccJerkMag-std()"	"STD"	"Time"	"Body"	"Acceleration"	NA	"JerkMagnitude"	53	-0.133036273622642
1	"WALKING"	29	"tBodyGyroMag-std()"	"STD"	"Time"	"Body"	"Gyroscope"	NA	"Magnitude"	53	-0.358814096603774
1	"WALKING"	29	"tBodyGyroJerkMag-std()"	"STD"	"Time"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	53	-0.612222937169811
1	"WALKING"	29	"fBodyAcc-std()-X"	"STD"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	53	-0.190355976849057
1	"WALKING"	29	"fBodyAcc-std()-Y"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	53	-0.182068539584906
1	"WALKING"	29	"fBodyAcc-std()-Z"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Z"	NA	53	-0.283348100981132
1	"WALKING"	29	"fBodyAccJerk-std()-X"	"STD"	"FastFurier"	"Body"	"Acceleration"	"X"	"Jerk"	53	-0.307336669773585
1	"WALKING"	29	"fBodyAccJerk-std()-Y"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Y"	"Jerk"	53	-0.155020660771698
1	"WALKING"	29	"fBodyAccJerk-std()-Z"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Z"	"Jerk"	53	-0.529034897169811
1	"WALKING"	29	"fBodyGyro-std()-X"	"STD"	"FastFurier"	"Body"	"Gyroscope"	"X"	NA	53	-0.654313559056604
1	"WALKING"	29	"fBodyGyro-std()-Y"	"STD"	"FastFurier"	"Body"	"Gyroscope"	"Y"	NA	53	-0.0941359695075472
1	"WALKING"	29	"fBodyGyro-std()-Z"	"STD"	"FastFurier"	"Body"	"Gyroscope"	"Z"	NA	53	-0.494117483018868
1	"WALKING"	29	"fBodyAccMag-std()"	"STD"	"FastFurier"	"Body"	"Acceleration"	NA	"Magnitude"	53	-0.393257505471698
1	"WALKING"	29	"fBodyBodyAccJerkMag-std()"	"STD"	"FastFurier"	"Body"	"Acceleration"	NA	"JerkMagnitude"	53	-0.169506499226415
1	"WALKING"	29	"fBodyBodyGyroMag-std()"	"STD"	"FastFurier"	"Body"	"Gyroscope"	NA	"Magnitude"	53	-0.429156830566038
1	"WALKING"	29	"fBodyBodyGyroJerkMag-std()"	"STD"	"FastFurier"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	53	-0.618667722641509
1	"WALKING"	30	"tBodyAcc-mean()-X"	"Mean"	"Time"	"Body"	"Acceleration"	"X"	NA	65	0.276406758
1	"WALKING"	30	"tBodyAcc-mean()-Y"	"Mean"	"Time"	"Body"	"Acceleration"	"Y"	NA	65	-0.0175880385730769
1	"WALKING"	30	"tBodyAcc-mean()-Z"	"Mean"	"Time"	"Body"	"Acceleration"	"Z"	NA	65	-0.0986247068969231
1	"WALKING"	30	"tGravityAcc-mean()-X"	"Mean"	"Time"	"Gravity"	"Acceleration"	"X"	NA	65	0.965217551076923
1	"WALKING"	30	"tGravityAcc-mean()-Y"	"Mean"	"Time"	"Gravity"	"Acceleration"	"Y"	NA	65	-0.157673823846154
1	"WALKING"	30	"tGravityAcc-mean()-Z"	"Mean"	"Time"	"Gravity"	"Acceleration"	"Z"	NA	65	-0.00392556384476923
1	"WALKING"	30	"tBodyAccJerk-mean()-X"	"Mean"	"Time"	"Body"	"Acceleration"	"X"	"Jerk"	65	0.0688689970184615
1	"WALKING"	30	"tBodyAccJerk-mean()-Y"	"Mean"	"Time"	"Body"	"Acceleration"	"Y"	"Jerk"	65	0.0219656545
1	"WALKING"	30	"tBodyAccJerk-mean()-Z"	"Mean"	"Time"	"Body"	"Acceleration"	"Z"	"Jerk"	65	-0.00739534236
1	"WALKING"	30	"tBodyGyro-mean()-X"	"Mean"	"Time"	"Body"	"Gyroscope"	"X"	NA	65	-0.0459505355861538
1	"WALKING"	30	"tBodyGyro-mean()-Y"	"Mean"	"Time"	"Body"	"Gyroscope"	"Y"	NA	65	-0.0649170927338462
1	"WALKING"	30	"tBodyGyro-mean()-Z"	"Mean"	"Time"	"Body"	"Gyroscope"	"Z"	NA	65	0.0839568239261538
1	"WALKING"	30	"tBodyGyroJerk-mean()-X"	"Mean"	"Time"	"Body"	"Gyroscope"	"X"	"Jerk"	65	-0.0873839917276923
1	"WALKING"	30	"tBodyGyroJerk-mean()-Y"	"Mean"	"Time"	"Body"	"Gyroscope"	"Y"	"Jerk"	65	-0.0617028868769231
1	"WALKING"	30	"tBodyGyroJerk-mean()-Z"	"Mean"	"Time"	"Body"	"Gyroscope"	"Z"	"Jerk"	65	-0.0446007229941538
1	"WALKING"	30	"tBodyAccMag-mean()"	"Mean"	"Time"	"Body"	"Acceleration"	NA	"Magnitude"	65	-0.195140032969231
1	"WALKING"	30	"tGravityAccMag-mean()"	"Mean"	"Time"	"Gravity"	"Acceleration"	NA	"Magnitude"	65	-0.195140032969231
1	"WALKING"	30	"tBodyAccJerkMag-mean()"	"Mean"	"Time"	"Body"	"Acceleration"	NA	"JerkMagnitude"	65	-0.352111713846154
1	"WALKING"	30	"tBodyGyroMag-mean()"	"Mean"	"Time"	"Body"	"Gyroscope"	NA	"Magnitude"	65	-0.0229640797463077
1	"WALKING"	30	"tBodyGyroJerkMag-mean()"	"Mean"	"Time"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	65	-0.472068729846154
1	"WALKING"	30	"fBodyAcc-mean()-X"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	65	-0.351402910907692
1	"WALKING"	30	"fBodyAcc-mean()-Y"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	65	-0.193856663907692
1	"WALKING"	30	"fBodyAcc-mean()-Z"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Z"	NA	65	-0.309558882615385
1	"WALKING"	30	"fBodyAcc-meanFreq()-X"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	65	-0.3463571356
1	"WALKING"	30	"fBodyAcc-meanFreq()-Y"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	65	0.0306217232524615
1	"WALKING"	30	"fBodyAcc-meanFreq()-Z"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Z"	NA	65	-0.0837532847692308
1	"WALKING"	30	"fBodyAccJerk-mean()-X"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"X"	"Jerk"	65	-0.389595631107692
1	"WALKING"	30	"fBodyAccJerk-mean()-Y"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Y"	"Jerk"	65	-0.299525343907692
1	"WALKING"	30	"fBodyAccJerk-mean()-Z"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Z"	"Jerk"	65	-0.467030710153846
1	"WALKING"	30	"fBodyAccJerk-meanFreq()-X"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"X"	"Jerk"	65	-0.268877781692308
1	"WALKING"	30	"fBodyAccJerk-meanFreq()-Y"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Y"	"Jerk"	65	-0.274838924907692
1	"WALKING"	30	"fBodyAccJerk-meanFreq()-Z"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Z"	"Jerk"	65	-0.201229692864615
1	"WALKING"	30	"fBodyGyro-mean()-X"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	"X"	NA	65	-0.374440300461538
1	"WALKING"	30	"fBodyGyro-mean()-Y"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	"Y"	NA	65	-0.175900924040154
1	"WALKING"	30	"fBodyGyro-mean()-Z"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	"Z"	NA	65	-0.247350343692308
1	"WALKING"	30	"fBodyGyro-meanFreq()-X"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	"X"	NA	65	-0.207685653438462
1	"WALKING"	30	"fBodyGyro-meanFreq()-Y"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	"Y"	NA	65	-0.380731546523077
1	"WALKING"	30	"fBodyGyro-meanFreq()-Z"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	"Z"	NA	65	-0.2626507412
1	"WALKING"	30	"fBodyAccMag-mean()"	"Mean"	"FastFurier"	"Body"	"Acceleration"	NA	"Magnitude"	65	-0.342363772923077
1	"WALKING"	30	"fBodyAccMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	NA	"Magnitude"	65	0.0483161700923077
1	"WALKING"	30	"fBodyBodyAccJerkMag-mean()"	"Mean"	"FastFurier"	"Body"	"Acceleration"	NA	"JerkMagnitude"	65	-0.347180134692308
1	"WALKING"	30	"fBodyBodyAccJerkMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	NA	"JerkMagnitude"	65	0.115010838159538
1	"WALKING"	30	"fBodyBodyGyroMag-mean()"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	NA	"Magnitude"	65	-0.358344356
1	"WALKING"	30	"fBodyBodyGyroMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	NA	"Magnitude"	65	-0.06888716012
1	"WALKING"	30	"fBodyBodyGyroJerkMag-mean()"	"Mean"	"FastFurier"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	65	-0.547621753230769
1	"WALKING"	30	"fBodyBodyGyroJerkMag-meanFreq()"	"MeanFreq"	"FastFurier"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	65	0.102346297253846
1	"WALKING"	30	"tBodyAcc-std()-X"	"STD"	"Time"	"Body"	"Acceleration"	"X"	NA	65	-0.346394275230769
1	"WALKING"	30	"tBodyAcc-std()-Y"	"STD"	"Time"	"Body"	"Acceleration"	"Y"	NA	65	-0.173550021692308
1	"WALKING"	30	"tBodyAcc-std()-Z"	"STD"	"Time"	"Body"	"Acceleration"	"Z"	NA	65	-0.120476783907692
1	"WALKING"	30	"tGravityAcc-std()-X"	"STD"	"Time"	"Gravity"	"Acceleration"	"X"	NA	65	-0.979752466923077
1	"WALKING"	30	"tGravityAcc-std()-Y"	"STD"	"Time"	"Gravity"	"Acceleration"	"Y"	NA	65	-0.970176562153846
1	"WALKING"	30	"tGravityAcc-std()-Z"	"STD"	"Time"	"Gravity"	"Acceleration"	"Z"	NA	65	-0.943958420615385
1	"WALKING"	30	"tBodyAccJerk-std()-X"	"STD"	"Time"	"Body"	"Acceleration"	"X"	"Jerk"	65	-0.374400941384615
1	"WALKING"	30	"tBodyAccJerk-std()-Y"	"STD"	"Time"	"Body"	"Acceleration"	"Y"	"Jerk"	65	-0.270709274446154
1	"WALKING"	30	"tBodyAccJerk-std()-Z"	"STD"	"Time"	"Body"	"Acceleration"	"Z"	"Jerk"	65	-0.521351855076923
1	"WALKING"	30	"tBodyGyro-std()-X"	"STD"	"Time"	"Body"	"Gyroscope"	"X"	NA	65	-0.387920593846154
1	"WALKING"	30	"tBodyGyro-std()-Y"	"STD"	"Time"	"Body"	"Gyroscope"	"Y"	NA	65	0.00600277892
1	"WALKING"	30	"tBodyGyro-std()-Z"	"STD"	"Time"	"Body"	"Gyroscope"	"Z"	NA	65	-0.182569652430769
1	"WALKING"	30	"tBodyGyroJerk-std()-X"	"STD"	"Time"	"Body"	"Gyroscope"	"X"	"Jerk"	65	-0.460345386153846
1	"WALKING"	30	"tBodyGyroJerk-std()-Y"	"STD"	"Time"	"Body"	"Gyroscope"	"Y"	"Jerk"	65	-0.497621802307692
1	"WALKING"	30	"tBodyGyroJerk-std()-Z"	"STD"	"Time"	"Body"	"Gyroscope"	"Z"	"Jerk"	65	-0.476208796153846
1	"WALKING"	30	"tBodyAccMag-std()"	"STD"	"Time"	"Body"	"Acceleration"	NA	"Magnitude"	65	-0.359873411538462
1	"WALKING"	30	"tGravityAccMag-std()"	"STD"	"Time"	"Gravity"	"Acceleration"	NA	"Magnitude"	65	-0.359873411538462
1	"WALKING"	30	"tBodyAccJerkMag-std()"	"STD"	"Time"	"Body"	"Acceleration"	NA	"JerkMagnitude"	65	-0.353751020923077
1	"WALKING"	30	"tBodyGyroMag-std()"	"STD"	"Time"	"Body"	"Gyroscope"	NA	"Magnitude"	65	-0.266845731292308
1	"WALKING"	30	"tBodyGyroJerkMag-std()"	"STD"	"Time"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	65	-0.546977272307692
1	"WALKING"	30	"fBodyAcc-std()-X"	"STD"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	65	-0.344928112461538
1	"WALKING"	30	"fBodyAcc-std()-Y"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	65	-0.215634315369231
1	"WALKING"	30	"fBodyAcc-std()-Z"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Z"	NA	65	-0.0931447617846154
1	"WALKING"	30	"fBodyAccJerk-std()-X"	"STD"	"FastFurier"	"Body"	"Acceleration"	"X"	"Jerk"	65	-0.415135398
1	"WALKING"	30	"fBodyAccJerk-std()-Y"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Y"	"Jerk"	65	-0.289466095323077
1	"WALKING"	30	"fBodyAccJerk-std()-Z"	"STD"	"FastFurier"	"Body"	"Acceleration"	"Z"	"Jerk"	65	-0.575410267076923
1	"WALKING"	30	"fBodyGyro-std()-X"	"STD"	"FastFurier"	"Body"	"Gyroscope"	"X"	NA	65	-0.399032346
1	"WALKING"	30	"fBodyGyro-std()-Y"	"STD"	"FastFurier"	"Body"	"Gyroscope"	"Y"	NA	65	0.0955456046230769
1	"WALKING"	30	"fBodyGyro-std()-Z"	"STD"	"FastFurier"	"Body"	"Gyroscope"	"Z"	NA	65	-0.237941473615385
1	"WALKING"	30	"fBodyAccMag-std()"	"STD"	"FastFurier"	"Body"	"Acceleration"	NA	"Magnitude"	65	-0.469852794923077
1	"WALKING"	30	"fBodyBodyAccJerkMag-std()"	"STD"	"FastFurier"	"Body"	"Acceleration"	NA	"JerkMagnitude"	65	-0.366537416615385
1	"WALKING"	30	"fBodyBodyGyroMag-std()"	"STD"	"FastFurier"	"Body"	"Gyroscope"	NA	"Magnitude"	65	-0.331541740923077
1	"WALKING"	30	"fBodyBodyGyroJerkMag-std()"	"STD"	"FastFurier"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	65	-0.578580044615385
2	"WALKING_UPSTAIRS"	1	"tBodyAcc-mean()-X"	"Mean"	"Time"	"Body"	"Acceleration"	"X"	NA	53	0.255461689622641
2	"WALKING_UPSTAIRS"	1	"tBodyAcc-mean()-Y"	"Mean"	"Time"	"Body"	"Acceleration"	"Y"	NA	53	-0.0239531492643396
2	"WALKING_UPSTAIRS"	1	"tBodyAcc-mean()-Z"	"Mean"	"Time"	"Body"	"Acceleration"	"Z"	NA	53	-0.0973020020943396
2	"WALKING_UPSTAIRS"	1	"tGravityAcc-mean()-X"	"Mean"	"Time"	"Gravity"	"Acceleration"	"X"	NA	53	0.89335109754717
2	"WALKING_UPSTAIRS"	1	"tGravityAcc-mean()-Y"	"Mean"	"Time"	"Gravity"	"Acceleration"	"Y"	NA	53	-0.362153364339623
2	"WALKING_UPSTAIRS"	1	"tGravityAcc-mean()-Z"	"Mean"	"Time"	"Gravity"	"Acceleration"	"Z"	NA	53	-0.075402939754717
2	"WALKING_UPSTAIRS"	1	"tBodyAccJerk-mean()-X"	"Mean"	"Time"	"Body"	"Acceleration"	"X"	"Jerk"	53	0.101372729922642
2	"WALKING_UPSTAIRS"	1	"tBodyAccJerk-mean()-Y"	"Mean"	"Time"	"Body"	"Acceleration"	"Y"	"Jerk"	53	0.0194863076188679
2	"WALKING_UPSTAIRS"	1	"tBodyAccJerk-mean()-Z"	"Mean"	"Time"	"Body"	"Acceleration"	"Z"	"Jerk"	53	-0.0455625449113208
2	"WALKING_UPSTAIRS"	1	"tBodyGyro-mean()-X"	"Mean"	"Time"	"Body"	"Gyroscope"	"X"	NA	53	0.050549379754717
2	"WALKING_UPSTAIRS"	1	"tBodyGyro-mean()-Y"	"Mean"	"Time"	"Body"	"Gyroscope"	"Y"	NA	53	-0.166170015088679
2	"WALKING_UPSTAIRS"	1	"tBodyGyro-mean()-Z"	"Mean"	"Time"	"Body"	"Gyroscope"	"Z"	NA	53	0.0583595463981132
2	"WALKING_UPSTAIRS"	1	"tBodyGyroJerk-mean()-X"	"Mean"	"Time"	"Body"	"Gyroscope"	"X"	"Jerk"	53	-0.122232768011321
2	"WALKING_UPSTAIRS"	1	"tBodyGyroJerk-mean()-Y"	"Mean"	"Time"	"Body"	"Gyroscope"	"Y"	"Jerk"	53	-0.0421485884509434
2	"WALKING_UPSTAIRS"	1	"tBodyGyroJerk-mean()-Z"	"Mean"	"Time"	"Body"	"Gyroscope"	"Z"	"Jerk"	53	-0.0407125527654717
2	"WALKING_UPSTAIRS"	1	"tBodyAccMag-mean()"	"Mean"	"Time"	"Body"	"Acceleration"	NA	"Magnitude"	53	-0.129927630735849
2	"WALKING_UPSTAIRS"	1	"tGravityAccMag-mean()"	"Mean"	"Time"	"Gravity"	"Acceleration"	NA	"Magnitude"	53	-0.129927630735849
2	"WALKING_UPSTAIRS"	1	"tBodyAccJerkMag-mean()"	"Mean"	"Time"	"Body"	"Acceleration"	NA	"JerkMagnitude"	53	-0.466503446226415
2	"WALKING_UPSTAIRS"	1	"tBodyGyroMag-mean()"	"Mean"	"Time"	"Body"	"Gyroscope"	NA	"Magnitude"	53	-0.126735589969811
2	"WALKING_UPSTAIRS"	1	"tBodyGyroJerkMag-mean()"	"Mean"	"Time"	"Body"	"Gyroscope"	NA	"JerkMagnitude"	53	-0.59488286509434
2	"WALKING_UPSTAIRS"	1	"fBodyAcc-mean()-X"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	53	-0.404321784150943
2	"WALKING_UPSTAIRS"	1	"fBodyAcc-mean()-Y"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	53	-0.190976720811321
2	"WALKING_UPSTAIRS"	1	"fBodyAcc-mean()-Z"	"Mean"	"FastFurier"	"Body"	"Acceleration"	"Z"	NA	53	-0.433349702075472
2	"WALKING_UPSTAIRS"	1	"fBodyAcc-meanFreq()-X"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"X"	NA	53	-0.418735000377359
2	"WALKING_UPSTAIRS"	1	"fBodyAcc-meanFreq()-Y"	"MeanFreq"	"FastFurier"	"Body"	"Acceleration"	"Y"	NA	53	-0.160697213516981
